,_year,_state,state_po,state_fips,state_cen,state_ic,office,district,stage,special,candidate,party_detailed,writein,_mode,candidatevotes,totalvotes,unofficial,_version,party_simplified,Results
2658,2010,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRIS ERICSON,UNITED STATES MARIJUANA,False,total,2731,235178,False,20210114,OTHER,0
2833,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PETE DIAMONDSTONE,LIBERTY UNION,False,total,2511,292762,False,20210114,OTHER,0
2834,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,LAUREL LAFRAMBOISE,VOTEKISS,False,total,877,292762,False,20210114,OTHER,0
2835,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,,,True,total,252,292762,False,20210114,OTHER,0
2836,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CHRIS ERICSON,UNITED STATES MARIJUANA,False,total,5924,292762,False,20210114,OTHER,0
2837,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,JOHN MACGOVERN,REPUBLICAN,False,total,72898,292762,False,20210114,REPUBLICAN,0
2838,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PETER MOSS,PEACE AND PROSPERITY,False,total,2452,292762,False,20210114,OTHER,0
2839,2012,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BERNARD SANDERS,INDEPENDENT,False,total,207848,292762,False,20210114,OTHER,1
3254,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,VOID VOTE,,False,total,466,320467,False,20210114,OTHER,0
3255,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,SCOTT MILNE,REPUBLICAN,False,total,103637,320467,False,20210114,REPUBLICAN,0
3256,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,CRIS ERICSON,UNITED STATES MARIJUANA,False,total,9156,320467,False,20210114,OTHER,0
3257,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,JERRY TRUDELL,INDEPENDENT,False,total,5223,320467,False,20210114,OTHER,0
3258,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PETE DIAMONDSTONE,LIBERTY UNION,False,total,3241,320467,False,20210114,OTHER,0
3259,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BLANK VOTE,,False,total,6192,320467,False,20210114,OTHER,0
3260,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,,,True,total,309,320467,False,20210114,OTHER,0
3261,2016,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,PATRICK J. LEAHY,DEMOCRAT,False,total,192243,320467,False,20210114,DEMOCRAT,1
3395,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,FOLASADE ADELUOLA,INDEPENDENT,False,total,1979,272624,False,20210114,OTHER,0
3396,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,RUSSELL BESTE,INDEPENDENT,False,total,2763,272624,False,20210114,OTHER,0
3397,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BRUCE BUSA,INDEPENDENT,False,total,914,272624,False,20210114,OTHER,0
3398,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,EDWARD S. GILBERT JR,INDEPENDENT,False,total,2244,272624,False,20210114,OTHER,0
3399,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,REID KANE,LIBERTY UNION,False,total,1171,272624,False,20210114,OTHER,0
3400,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BRAD J. PEACOCK,INDEPENDENT,False,total,3787,272624,False,20210114,OTHER,0
3401,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,BERNIE SANDERS,INDEPENDENT,False,total,183529,272624,False,20210114,OTHER,1
3402,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,JON SVITAVSKY,INDEPENDENT,False,total,1280,272624,False,20210114,OTHER,0
3403,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,LAWRENCE ZUPAN,REPUBLICAN,False,total,74663,272624,False,20210114,REPUBLICAN,0
3404,2018,VERMONT,VT,50,13,6,US SENATE,statewide,gen,False,,,True,total,294,272624,False,20210114,OTHER,0
124,1976,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,154,1557500,False,20210114,OTHER,0
125,1976,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MARTIN H. PERPER,INDEPENDENT,False,total,70559,1557500,False,20210114,OTHER,0
126,1976,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,E. R. (BUD) ZUMWALT,DEMOCRAT,False,total,596009,1557500,False,20210114,DEMOCRAT,0
127,1976,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"HARRY F. BYRD, JR.",INDEPENDENT,False,total,890778,1557500,False,20210114,OTHER,1
263,1978,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,ANDREW P. MILLER,DEMOCRAT,False,total,608511,1222256,False,20210114,DEMOCRAT,0
264,1978,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JOHN WILLIAM WARNER,REPUBLICAN,False,total,613232,1222256,False,20210114,REPUBLICAN,1
265,1978,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,513,1222256,False,20210114,OTHER,0
516,1982,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"PAUL S. TRIBLE, JR.",REPUBLICAN,False,total,724571,1415622,False,20210114,REPUBLICAN,1
517,1982,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,RICHARD J. (DICK) DAVIS,DEMOCRAT,False,total,690839,1415622,False,20210114,DEMOCRAT,0
518,1982,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,212,1415622,False,20210114,OTHER,0
643,1984,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,OTHER,,False,total,151,2007487,False,20210114,OTHER,0
644,1984,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"EDYTHE C. ""EDIE"" HARRISON",DEMOCRAT,False,total,601142,2007487,False,20210114,DEMOCRAT,0
645,1984,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JOHN W. WARNER,REPUBLICAN,False,total,1406194,2007487,False,20210114,REPUBLICAN,1
884,1988,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,CHARLES S. ROBB,DEMOCRAT,False,total,1474086,2068897,False,20210114,DEMOCRAT,1
885,1988,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,1159,2068897,False,20210114,OTHER,0
886,1988,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MAURICE A. DAWKINS,REPUBLICAN,False,total,593652,2068897,False,20210114,REPUBLICAN,0
995,1990,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,NANCY B. SPANNAUS,INDEPENDENT,False,total,196755,1083690,False,20210114,OTHER,0
996,1990,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JOHN WARNER,REPUBLICAN,False,total,876782,1083690,False,20210114,REPUBLICAN,1
997,1990,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,10153,1083690,False,20210114,OTHER,0
1308,1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,1437,2057463,False,20210114,OTHER,0
1309,1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,CHARLES S. ROBB,DEMOCRAT,False,total,938376,2057463,False,20210114,DEMOCRAT,1
1310,1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,J. MARSHALL COLEMAN,INDEPENDENT,False,total,235324,2057463,False,20210114,OTHER,0
1311,1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,L. DOUGLAS WILDER,INDEPENDENT,False,total,113,2057463,False,20210114,OTHER,0
1312,1994,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"OLIVER L. ""OLLIE"" NORTH",REPUBLICAN,False,total,882213,2057463,False,20210114,REPUBLICAN,0
1470,1996,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JOHN W. WARNER,REPUBLICAN,False,total,1235744,2354715,False,20210114,REPUBLICAN,1
1471,1996,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,2989,2354715,False,20210114,OTHER,0
1472,1996,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MARK R. WARNER,DEMOCRAT,False,total,1115982,2354715,False,20210114,DEMOCRAT,0
1796,2000,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,CHARLES S. ROBB,DEMOCRAT,False,total,1296093,2718301,False,20210114,DEMOCRAT,0
1797,2000,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,1748,2718301,False,20210114,OTHER,0
1798,2000,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GEORGE F. ALLEN,REPUBLICAN,False,total,1420460,2718301,False,20210114,REPUBLICAN,1
1951,2002,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,NANCY B. SPANNAUS,INDEPENDENT,False,total,145102,1489422,False,20210114,OTHER,0
1952,2002,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JACOB G. HORNBERGER JR.,INDEPENDENT,False,total,106055,1489422,False,20210114,OTHER,0
1953,2002,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,JOHN W. WARNER,REPUBLICAN,False,total,1229894,1489422,False,20210114,REPUBLICAN,1
1954,2002,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,8371,1489422,False,20210114,OTHER,0
2263,2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,2460,2370445,False,20210114,OTHER,0
2264,2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"JAMES H. ""JIM"" WEBB, JR.",DEMOCRAT,False,total,1175606,2370445,False,20210114,DEMOCRAT,1
2265,2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GEORGE ALLEN,REPUBLICAN,False,total,1166277,2370445,False,20210114,REPUBLICAN,0
2266,2006,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GLENDA GAIL PARKER,INDEPENDENT GREEN,False,total,26102,2370445,False,20210114,OTHER,0
2412,2008,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,3178,3643294,False,20210114,OTHER,0
2413,2008,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,WILLIAM B. REDPATH,LIBERTARIAN,False,total,20269,3643294,False,20210114,LIBERTARIAN,0
2414,2008,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,"JAMES S. ""JIM"" GILMORE III",REPUBLICAN,False,total,1228830,3643294,False,20210114,REPUBLICAN,0
2415,2008,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MARK R. WARNER,DEMOCRAT,False,total,2369327,3643294,False,20210114,DEMOCRAT,1
2416,2008,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GLENDA GAIL PARKER,INDEPENDENT GREEN,False,total,21690,3643294,False,20210114,OTHER,0
2840,2012,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,GEORGE F. ALLEN,REPUBLICAN,False,total,1785542,3802196,False,20210114,REPUBLICAN,0
2841,2012,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,6587,3802196,False,20210114,OTHER,0
2842,2012,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,TIMOTHY M. KAINE,DEMOCRAT,False,total,2010067,3802196,False,20210114,DEMOCRAT,1
3028,2014,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,ED. W. GILLESPIE,REPUBLICAN,False,total,1055940,2184473,False,20210114,REPUBLICAN,0
3029,2014,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MARK R. WARNER,DEMOCRAT,False,total,1073667,2184473,False,20210114,DEMOCRAT,1
3030,2014,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,ROBERT C. SARVIS,LIBERTARIAN,False,total,53102,2184473,False,20210114,LIBERTARIAN,0
3031,2014,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,1764,2184473,False,20210114,OTHER,0
3405,2018,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,COREY A. STEWART,REPUBLICAN,False,total,1374313,3351373,False,20210114,REPUBLICAN,0
3406,2018,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,TIMOTHY M. KAINE,DEMOCRAT,False,total,1910370,3351373,False,20210114,DEMOCRAT,1
3407,2018,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MATT J. WATERS,LIBERTARIAN,False,total,61565,3351373,False,20210114,LIBERTARIAN,0
3408,2018,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,5125,3351373,False,20210114,OTHER,0
3614,2020,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,MARK R. WARNER,DEMOCRAT,False,total,2466500,4405087,False,20210114,DEMOCRAT,1
3615,2020,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,DANIEL M. GADE,REPUBLICAN,False,total,1934199,4405087,False,20210114,REPUBLICAN,0
3616,2020,VIRGINIA,VA,51,54,40,US SENATE,statewide,gen,False,,,True,total,4388,4405087,False,20210114,OTHER,0
128,1976,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,"WILLIAM F. WERTZ, JR.",LABOR,False,total,3389,1491111,False,20210114,OTHER,0
129,1976,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,DAVE SMITH,INDEPENDENT,False,total,28182,1491111,False,20210114,OTHER,0
130,1976,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,KARL BERMANN,SOCIALIST WORKERS,False,total,7402,1491111,False,20210114,OTHER,0
131,1976,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,HENRY M. JACKSON,DEMOCRAT,False,total,1071219,1491111,False,20210114,DEMOCRAT,1
132,1976,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,RICHARD K. KENNEY,LIBERTARIAN,False,total,19373,1491111,False,20210114,LIBERTARIAN,0
133,1976,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,GEORGE M. BROWN,REPUBLICAN,False,total,361546,1491111,False,20210114,REPUBLICAN,0
396,1980,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,WARREN G. MAGNUSON,DEMOCRAT,False,total,792052,1728369,False,20210114,DEMOCRAT,0
397,1980,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,SLADE GORTON,REPUBLICAN,False,total,936317,1728369,False,20210114,REPUBLICAN,1
519,1982,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,KING LYSEN,INDEPENDENT,False,total,72297,1368476,False,20210114,OTHER,0
520,1982,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,JESSE CHIANG,INDEPENDENT,False,total,20251,1368476,False,20210114,OTHER,0
521,1982,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,DOUG JEWETT,REPUBLICAN,False,total,332273,1368476,False,20210114,REPUBLICAN,0
522,1982,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,HENRY M. JACKSON,DEMOCRAT,False,total,943655,1368476,False,20210114,DEMOCRAT,1
763,1986,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,SLADE GORTON,REPUBLICAN,False,total,650931,1337367,False,20210114,REPUBLICAN,0
764,1986,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,JILL FEIN,SOCIALIST WORKERS,False,total,8965,1337367,False,20210114,OTHER,0
765,1986,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,BROCK ADAMS,DEMOCRAT,False,total,677471,1337367,False,20210114,DEMOCRAT,1
887,1988,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,SLADE GORTON,REPUBLICAN,False,total,944359,1848542,False,20210114,REPUBLICAN,1
888,1988,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MIKE LOWRY,DEMOCRAT,False,total,904183,1848542,False,20210114,DEMOCRAT,0
1157,1992,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,ROD CHANDLER,REPUBLICAN,False,total,1020829,2218802,False,20210114,REPUBLICAN,0
1158,1992,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,PATTY MURRAY,DEMOCRAT,False,total,1197973,2218802,False,20210114,DEMOCRAT,1
1313,1994,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,SLADE GORTON,REPUBLICAN,False,total,947821,1700173,False,20210114,REPUBLICAN,1
1314,1994,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,RON SIMS,DEMOCRAT,False,total,752352,1700173,False,20210114,DEMOCRAT,0
1623,1998,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,PATTY MURRAY,DEMOCRAT,False,total,1103184,1888561,False,20210114,DEMOCRAT,1
1624,1998,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,LINDA SMITH,REPUBLICAN,False,total,785377,1888561,False,20210114,REPUBLICAN,0
1799,2000,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,SLADE GORTON,REPUBLICAN,False,total,1197208,2461379,False,20210114,REPUBLICAN,0
1800,2000,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARIA CANTWELL,DEMOCRAT,False,total,1199437,2461379,False,20210114,DEMOCRAT,1
1801,2000,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,JEFF JARED,LIBERTARIAN,False,total,64734,2461379,False,20210114,LIBERTARIAN,0
2115,2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,PATTY MURRAY,DEMOCRAT,False,total,1549708,2818651,False,20210114,DEMOCRAT,1
2116,2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARK B. WILSON,GREEN,False,total,30304,2818651,False,20210114,OTHER,0
2117,2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,GEORGE R. NETHERCUTT,REPUBLICAN,False,total,1204584,2818651,False,20210114,REPUBLICAN,0
2118,2004,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,J. MILLS,LIBERTARIAN,False,total,34055,2818651,False,20210114,LIBERTARIAN,0
2267,2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,ROBIN ADAIR,INDEPENDENT,False,total,16384,2083734,False,20210114,OTHER,0
2268,2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MIKE MCGAVICK,REPUBLICAN,False,total,832106,2083734,False,20210114,REPUBLICAN,0
2269,2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,BRUCE GUTHRIE,LIBERTARIAN,False,total,29331,2083734,False,20210114,LIBERTARIAN,0
2270,2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARIA CANTWELL,DEMOCRAT,False,total,1184659,2083734,False,20210114,DEMOCRAT,1
2271,2006,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,AARON DIXON,GREEN,False,total,21254,2083734,False,20210114,OTHER,0
2659,2010,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,PATTY MURRAY,DEMOCRAT,False,total,1314930,2511094,False,20210114,DEMOCRAT,1
2660,2010,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,DINO ROSSI,REPUBLICAN,False,total,1196164,2511094,False,20210114,REPUBLICAN,0
2843,2012,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARIA CANTWELL,DEMOCRAT,False,total,1855493,3069417,False,20210114,DEMOCRAT,1
2844,2012,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MICHAEL BAUMGARTNER,REPUBLICAN,False,total,1213924,3069417,False,20210114,REPUBLICAN,0
3262,2016,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,CHRIS VANCE,REPUBLICAN,False,total,1329338,3243317,False,20210114,REPUBLICAN,0
3263,2016,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,PATTY MURRAY,DEMOCRAT,False,total,1913979,3243317,False,20210114,DEMOCRAT,1
3409,2018,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,MARIA CANTWELL,DEMOCRAT,False,total,1803364,3086168,False,20210114,DEMOCRAT,1
3410,2018,WASHINGTON,WA,53,91,73,US SENATE,statewide,gen,False,SUSAN HUTCHISON,REPUBLICAN,False,total,1282804,3086168,False,20210114,REPUBLICAN,0
134,1976,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,566359,566359,False,20210114,DEMOCRAT,1
266,1978,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ARCH A. MOORE JR. ,REPUBLICAN,False,total,244317,493351,False,20210114,REPUBLICAN,0
267,1978,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JENNINGS RANDOLPH,DEMOCRAT,False,total,249034,493351,False,20210114,DEMOCRAT,1
523,1982,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,WILLIAM B. HOVLAND,SOCIALIST WORKERS,False,total,4234,565314,False,20210114,OTHER,0
524,1982,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,CLEVE BENEDICT,REPUBLICAN,False,total,173910,565314,False,20210114,REPUBLICAN,0
525,1982,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,387170,565314,False,20210114,DEMOCRAT,1
646,1984,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,"MARY E. ""JOAN"" RADIN",SOCIALIST WORKERS,False,total,3299,722212,False,20210114,OTHER,0
647,1984,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN R. RAESE,REPUBLICAN,False,total,344680,722212,False,20210114,REPUBLICAN,0
648,1984,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JAY ROCKEFELLER,DEMOCRAT,False,total,374233,722212,False,20210114,DEMOCRAT,1
889,1988,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,410983,634547,False,20210114,DEMOCRAT,1
890,1988,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,M. JAY WOLFE,REPUBLICAN,False,total,223564,634547,False,20210114,REPUBLICAN,0
998,1990,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN D. ROCKEFELLER IV,DEMOCRAT,False,total,276234,404305,False,20210114,DEMOCRAT,1
999,1990,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN YODER,REPUBLICAN,False,total,128071,404305,False,20210114,REPUBLICAN,0
1315,1994,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,290495,420936,False,20210114,DEMOCRAT,1
1316,1994,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,STAN KLOS,REPUBLICAN,False,total,130441,420936,False,20210114,REPUBLICAN,0
1473,1996,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN D. ROCKEFELLER IV,DEMOCRAT,False,total,456526,595614,False,20210114,DEMOCRAT,1
1474,1996,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,BETTY A. BURKS,REPUBLICAN,False,total,139088,595614,False,20210114,REPUBLICAN,0
1802,2000,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOE WHELAN,LIBERTARIAN,False,total,12627,603477,False,20210114,LIBERTARIAN,0
1803,2000,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,469215,603477,False,20210114,DEMOCRAT,1
1804,2000,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,DAVID T. GALLAHER,REPUBLICAN,False,total,121635,603477,False,20210114,REPUBLICAN,0
1955,2002,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JAY WOLFE,REPUBLICAN,False,total,160902,436183,False,20210114,REPUBLICAN,0
1956,2002,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN D. ROCKEFELLER IV,DEMOCRAT,False,total,275281,436183,False,20210114,DEMOCRAT,1
2272,2006,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,ROBERT C. BYRD,DEMOCRAT,False,total,159154,206562,False,20210114,DEMOCRAT,1
2273,2006,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN R. RAESE,REPUBLICAN,False,total,47408,206562,False,20210114,REPUBLICAN,0
2417,2008,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,,,True,total,36,702308,False,20210114,OTHER,0
2418,2008,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JAY WOLFE,REPUBLICAN,False,total,254629,702308,False,20210114,REPUBLICAN,0
2419,2008,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,,,True,total,83,702308,False,20210114,OTHER,0
2420,2008,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN D. ROCKEFELLER IV,DEMOCRAT,False,total,447560,702308,False,20210114,DEMOCRAT,1
2661,2010,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,True,JEFF BECKER,CONSTITUTION,False,total,6425,529948,False,20210114,OTHER,0
2662,2010,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,True,JESSE JOHNSON,MOUNTAIN PARTY,False,total,10152,529948,False,20210114,OTHER,0
2663,2010,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,True,JOE MANCHIN III,DEMOCRAT,False,total,283358,529948,False,20210114,DEMOCRAT,1
2664,2010,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,True,JOHN R. RAESE,REPUBLICAN,False,total,230013,529948,False,20210114,REPUBLICAN,0
2845,2012,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOE MANCHIN III,DEMOCRAT,False,total,399898,660202,False,20210114,DEMOCRAT,1
2846,2012,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,BOB HENRY BABER,MOUNTAIN PARTY,False,total,19517,660202,False,20210114,OTHER,0
2847,2012,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN R. RAESE,REPUBLICAN,False,total,240787,660202,False,20210114,REPUBLICAN,0
3032,2014,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,PHIL HUDOK,CONSTITUTION,False,total,2566,453689,False,20210114,OTHER,0
3033,2014,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,,,True,total,5,453689,False,20210114,OTHER,0
3034,2014,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,NATALIE TENNANT,DEMOCRAT,False,total,156360,453689,False,20210114,DEMOCRAT,0
3035,2014,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,SHELLEY MOORE CAPITO,REPUBLICAN,False,total,281820,453689,False,20210114,REPUBLICAN,1
3036,2014,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,JOHN S. BUCKLEY,LIBERTARIAN,False,total,7409,453689,False,20210114,LIBERTARIAN,0
3037,2014,WEST VIRGINIA,WV,54,55,56,US SENATE,statewide,gen,False,BOB HENRY BABER,MOUNTAIN,False,total,5504,453689,False,20210114,OTHER,0
